98.97.85.0/24,dllstxx1,dfw
98.97.86.0/24,dllstxx1,dfw
98.97.87.0/24,dllstxx1,dfw
98.97.88.0/24,dllstxx1,dfw
98.97.89.0/24,dllstxx1,dfw
98.97.90.0/24,dllstxx1,dfw
98.97.91.0/24,dllstxx1,dfw
98.97.92.0/24,dllstxx1,dfw
98.97.93.0/24,dllstxx1,dfw
98.97.94.0/24,dllstxx1,dfw
98.97.95.0/24,dllstxx1,dfw
98.97.96.0/24,sttlwax1,sea
98.97.97.0/24,sttlwax1,sea
98.97.98.0/24,sttlwax1,sea
98.97.99.0/24,sttlwax1,sea
98.97.100.0/24,sttlwax1,sea
98.97.101.0/24,sttlwax1,sea
98.97.102.0/24,sttlwax1,sea
98.97.103.0/24,sttlwax1,sea
98.97.104.0/24,dnvrcox1,den
98.97.105.0/24,dnvrcox1,den
98.97.106.0/24,dnvrcox1,den
98.97.107.0/24,dnvrcox1,den
98.97.108.0/24,dnvrcox1,den
98.97.109.0/24,dnvrcox1,den
98.97.110.0/24,dnvrcox1,den
98.97.111.0/24,dnvrcox1,den
98.97.112.0/24,tmpeazx1,phx
98.97.113.0/24,tmpeazx1,phx
98.97.114.0/24,tmpeazx1,phx
98.97.115.0/24,tmpeazx1,phx
98.97.116.0/24,tmpeazx1,phx
98.97.117.0/24,tmpeazx1,phx
98.97.118.0/24,tmpeazx1,phx
98.97.119.0/24,tmpeazx1,phx
98.97.120.0/24,lsancax1,lax
98.97.121.0/24,lsancax1,lax
98.97.122.0/24,lsancax1,lax
98.97.123.0/24,lsancax1,lax
98.97.124.0/24,lsancax1,lax
98.97.125.0/24,lsancax1,lax
98.97.126.0/24,lsancax1,lax
98.97.127.0/24,lsancax1,lax
98.97.128.0/24,sntochl1,scl
98.97.132.0/24,jhngzaf1,jnb
98.97.133.0/24,jhngzaf1,jnb
98.97.134.0/24,bnssarg1,eze
98.97.135.0/24,bnssarg1,eze
98.97.136.0/24,lsancax1,lax
98.97.137.0/24,lsancax1,lax
98.97.138.0/24,lsancax1,lax
98.97.139.0/24,lsancax1,lax
98.97.140.0/24,lsancax1,lax
98.97.141.0/24,lsancax1,lax
98.97.142.0/24,lsancax1,lax
98.97.143.0/24,lsancax1,lax
98.97.144.0/24,gtmygtm1,gua
