14.1.64.0/24,PH,PH-00,Manila,
14.1.65.0/24,PH,PH-00,Manila,
14.1.66.0/24,PH,PH-00,Manila,
14.1.67.0/24,PH,PH-00,Manila,
14.1.68.0/24,AU,AU-NT,Darwin,
14.1.69.0/24,AU,AU-NT,Darwin,
14.1.70.0/24,AU,AU-NT,Darwin,
14.1.71.0/24,AU,AU-NT,Darwin,
14.1.72.0/24,AU,AU-VIC,Melbourne,
14.1.73.0/24,AU,AU-VIC,Melbourne,
14.1.74.0/24,AU,AU-TAS,Hobart,
14.1.75.0/24,AU,AU-TAS,Hobart,
14.1.76.0/24,NU,,Alofi,
14.1.77.0/24,NU,,Alofi,
14.1.78.0/24,LK,LK-1,Colombo,
14.1.79.0/24,LK,LK-1,Colombo,
14.1.82.0/24,AU,AU-NSW,Sydney,
14.1.83.0/24,AU,AU-NSW,Sydney,
14.1.84.0/24,AU,AU-NSW,Sydney,
14.1.85.0/24,AU,AU-NSW,Sydney,
14.1.86.0/24,AU,AU-NSW,Sydney,
14.1.87.0/24,AU,AU-NSW,Sydney,
14.1.88.0/24,AU,AU-WA,Perth,
14.1.89.0/24,AU,AU-WA,Perth,
14.1.94.0/24,AU,AU-VIC,Melbourne,
14.1.95.0/24,AU,AU-VIC,Melbourne,
65.181.0.0/24,AU,AU-QLD,Brisbane,
65.181.1.0/24,AU,AU-QLD,Brisbane,
65.181.2.0/24,AU,AU-QLD,Brisbane,
65.181.3.0/24,AU,AU-QLD,Brisbane,
65.181.4.0/24,JP,JP-13,Tokyo,
65.181.5.0/24,JP,JP-13,Tokyo,
65.181.6.0/24,JP,JP-13,Tokyo,
65.181.7.0/24,JP,JP-13,Tokyo,
65.181.8.0/24,PH,PH-00,Manila,
65.181.9.0/24,PH,PH-00,Manila,
65.181.10.0/24,AU,AU-QLD,Brisbane,
65.181.11.0/24,AU,AU-QLD,Brisbane,
65.181.12.0/24,AU,AU-NSW,Sydney,
65.181.13.0/24,AU,AU-NSW,Sydney,
65.181.14.0/24,AU,AU-NSW,Sydney,
65.181.15.0/24,AU,AU-NSW,Sydney,
65.181.16.0/24,MY,MY-14,Kuala Lumpur,
65.181.17.0/24,MY,MY-14,Kuala Lumpur,
65.181.18.0/24,MY,MY-14,Kuala Lumpur,
65.181.19.0/24,MY,MY-14,Kuala Lumpur,
65.181.20.0/24,AU,AU-WA,Perth,
65.181.21.0/24,AU,AU-WA,Perth,
65.181.22.0/24,AU,AU-WA,Perth,
65.181.23.0/24,AU,AU-WA,Perth,
65.181.24.0/24,MY,MY-14,Kuala Lumpur,
65.181.25.0/24,MY,MY-14,Kuala Lumpur,
65.181.26.0/24,AU,AU-QLD,Brisbane,
65.181.27.0/24,AU,AU-QLD,Brisbane,
65.181.30.0/24,AU,AU-WA,Perth,
65.181.31.0/24,AU,AU-WA,Perth,
66.9.160.0/24,VE,VE-A,Caracas,
66.9.161.0/24,VE,VE-A,Caracas,
66.9.162.0/24,MX,MX-CMX,Mexico City,
66.9.163.0/24,MX,MX-CMX,Mexico City,
66.9.164.0/24,PR,,San Juan,
66.9.166.0/24,JM,JM-01,Kingston,
66.9.168.0/24,HT,HT-OU,Port-au-Prince,
66.9.169.0/24,HT,HT-OU,Port-au-Prince,
66.9.174.0/24,BR,BR-SP,Sao Paulo,
66.9.175.0/24,BR,BR-SP,Sao Paulo,
66.9.176.0/24,MX,MX-CMX,Mexico City,
66.9.177.0/24,MX,MX-CMX,Mexico City,
66.9.180.0/24,US,US-UT,Salt Lake City,
66.9.181.0/24,US,US-UT,Salt Lake City,
66.9.182.0/24,US,US-UT,Salt Lake City,
66.9.183.0/24,US,US-UT,Salt Lake City,
66.9.184.0/24,US,US-CA,Los Angeles,
66.9.185.0/24,US,US-CA,Los Angeles,
66.9.186.0/24,MX,MX-CMX,Mexico City,
66.9.187.0/24,MX,MX-CMX,Mexico City,
67.158.63.0/24,US,US-CA,Hawthorne,
74.244.0.0/24,CA,CA-QC,Montreal,
74.244.1.0/24,CA,CA-QC,Montreal,
74.244.2.0/24,MX,MX-CMX,Mexico City,
74.244.3.0/24,MX,MX-CMX,Mexico City,
74.244.4.0/24,MX,MX-CMX,Mexico City,
74.244.5.0/24,MX,MX-CMX,Mexico City,
74.244.6.0/24,HT,HT-OU,Port-au-Prince,
74.244.7.0/24,HT,HT-OU,Port-au-Prince,
74.244.8.0/24,US,US-CO,Denver,
74.244.9.0/24,US,US-CO,Denver,
74.244.10.0/24,US,US-WY,Cheyenne,
74.244.11.0/24,US,US-WY,Cheyenne,
74.244.12.0/24,NE,NE-8,Niamey,
74.244.13.0/24,NE,NE-8,Niamey,
74.244.14.0/24,US,US-NM,Albuquerque,
74.244.15.0/24,US,US-NM,Albuquerque,
74.244.16.0/24,US,US-MO,Kansas City,
74.244.17.0/24,US,US-MO,Kansas City,
74.244.18.0/24,US,US-MO,Kansas City,
74.244.19.0/24,US,US-MO,Kansas City,
74.244.20.0/24,US,US-MO,Kansas City,
74.244.21.0/24,US,US-MO,Kansas City,
74.244.22.0/24,US,US-MO,Kansas City,
74.244.23.0/24,US,US-MO,Kansas City,
74.244.24.0/24,US,US-MO,Kansas City,
74.244.25.0/24,US,US-MO,Kansas City,
74.244.26.0/24,US,US-MO,Kansas City,
74.244.27.0/24,US,US-MO,Kansas City,
74.244.28.0/24,MX,MX-CMX,Mexico City,
74.244.29.0/24,MX,MX-CMX,Mexico City,
74.244.30.0/24,US,US-AZ,Phoenix,
74.244.31.0/24,US,US-AZ,Phoenix,
74.244.32.0/24,CA,CA-BC,Vancouver,
74.244.33.0/24,CA,CA-BC,Vancouver,
74.244.34.0/24,CA,CA-AB,Calgary,
74.244.35.0/24,CA,CA-AB,Calgary,
74.244.36.0/24,US,US-HI,Honolulu,
74.244.37.0/24,US,US-HI,Honolulu,
74.244.38.0/24,US,US-CA,Los Angeles,
74.244.39.0/24,US,US-CA,Los Angeles,
74.244.40.0/24,US,US-CA,Los Angeles,
74.244.41.0/24,US,US-CA,Los Angeles,
74.244.42.0/24,US,US-TX,Dallas,
74.244.43.0/24,US,US-TX,Dallas,
74.244.44.0/24,US,US-TX,Dallas,
74.244.45.0/24,US,US-TX,Dallas,
74.244.46.0/24,US,US-TX,Dallas,
74.244.47.0/24,US,US-TX,Dallas,
74.244.48.0/24,US,US-TX,Dallas,
74.244.49.0/24,US,US-TX,Dallas,
74.244.50.0/24,US,US-CA,San Jose,
74.244.51.0/24,US,US-CA,San Jose,
74.244.52.0/24,US,US-CA,San Jose,
74.244.53.0/24,US,US-CA,San Jose,
74.244.54.0/24,US,US-GA,Atlanta,
74.244.55.0/24,US,US-GA,Atlanta,
74.244.56.0/24,US,US-GA,Atlanta,
74.244.57.0/24,US,US-GA,Atlanta,
74.244.58.0/24,US,US-GA,Atlanta,
74.244.59.0/24,US,US-GA,Atlanta,
74.244.60.0/24,US,US-VA,Ashburn,
74.244.61.0/24,US,US-VA,Ashburn,
74.244.62.0/24,US,US-VA,Ashburn,
74.244.63.0/24,US,US-VA,Ashburn,
74.244.64.0/24,GT,GT-01,Guatemala City,
74.244.65.0/24,GT,GT-01,Guatemala City,
74.244.66.0/24,GT,GT-01,Guatemala City,
74.244.67.0/24,GT,GT-01,Guatemala City,
74.244.68.0/24,TD,TD-ND,N'Djamena,
74.244.69.0/24,TD,TD-ND,N'Djamena,
74.244.72.0/24,US,US-AK,Anchorage,
74.244.73.0/24,US,US-AK,Anchorage,
74.244.74.0/24,CA,CA-ON,Toronto,
74.244.75.0/24,CA,CA-ON,Toronto,
74.244.76.0/24,US,US-UT,Salt Lake City,
74.244.77.0/24,US,US-UT,Salt Lake City,
74.244.78.0/24,US,US-MN,Minneapolis,
74.244.79.0/24,US,US-MN,Minneapolis,
74.244.80.0/24,LS,LS-A,Maseru,
74.244.81.0/24,LS,LS-A,Maseru,
74.244.82.0/24,CD,CD-KN,Kinshasa,
74.244.83.0/24,SS,SS-EC,Juba,
74.244.84.0/24,SN,SN-DK,Dakar,
74.244.85.0/24,SN,SN-DK,Dakar,
74.244.86.0/24,ML,ML-BKO,Bamako,
74.244.87.0/24,ML,ML-BKO,Bamako,
74.244.89.0/24,BF,BF-03,Ouagadougou,
74.244.90.0/24,US,US-AK,Anchorage,
74.244.91.0/24,US,US-AK,Anchorage,
74.244.92.0/24,MZ,MZ-MPM,Maputo,
74.244.93.0/24,MZ,MZ-MPM,Maputo,
74.244.94.0/24,ZW,ZW-HA,Harare,
74.244.95.0/24,ZW,ZW-HA,Harare,
74.244.96.0/24,MX,MX-CMX,Mexico City,
74.244.97.0/24,MX,MX-CMX,Mexico City,
74.244.98.0/24,MX,MX-CMX,Mexico City,
74.244.99.0/24,MX,MX-CMX,Mexico City,
74.244.100.0/24,MX,MX-CMX,Mexico City,
74.244.101.0/24,MX,MX-CMX,Mexico City,
74.244.102.0/24,MX,MX-CMX,Mexico City,
74.244.103.0/24,MX,MX-CMX,Mexico City,
74.244.104.0/24,CL,CL-RM,Santiago,
74.244.105.0/24,CL,CL-RM,Santiago,
74.244.106.0/24,CL,CL-RM,Santiago,
74.244.107.0/24,CL,CL-RM,Santiago,
74.244.108.0/24,US,US-MT,Billings,
74.244.109.0/24,US,US-MT,Billings,
74.244.110.0/24,US,US-ID,Boise,
74.244.111.0/24,US,US-ID,Boise,
74.244.112.0/24,US,US-FL,Miami,
74.244.113.0/24,US,US-FL,Miami,
74.244.114.0/24,US,US-MO,Kansas City,
74.244.115.0/24,US,US-MO,Kansas City,
74.244.116.0/24,US,US-MO,Kansas City,
74.244.117.0/24,US,US-MO,Kansas City,
74.244.118.0/24,GH,GH-AA,Accra,
74.244.119.0/24,GH,GH-AA,Accra,
74.244.120.0/24,US,US-FL,Miami,
74.244.121.0/24,US,US-FL,Miami,
74.244.122.0/24,US,US-FL,Miami,
74.244.123.0/24,US,US-FL,Miami,
74.244.124.0/24,CA,CA-ON,Toronto,
74.244.125.0/24,CA,CA-ON,Toronto,
74.244.126.0/24,CA,CA-ON,Toronto,
74.244.127.0/24,CA,CA-ON,Toronto,
74.244.128.0/24,ZM,ZM-09,Lusaka,
74.244.129.0/24,ZM,ZM-09,Lusaka,
74.244.130.0/24,US,US-NV,Las Vegas,
74.244.131.0/24,US,US-NV,Las Vegas,
74.244.132.0/24,AR,AR-C,Buenos Aires,
74.244.133.0/24,AR,AR-C,Buenos Aires,
74.244.134.0/24,AR,AR-C,Buenos Aires,
74.244.135.0/24,AR,AR-C,Buenos Aires,
74.244.136.0/24,MX,MX-CMX,Mexico City,
74.244.137.0/24,MX,MX-CMX,Mexico City,
74.244.138.0/24,SD,SD-KH,Khartoum,
74.244.139.0/24,SD,SD-KH,Khartoum,
74.244.140.0/24,US,US-GA,Atlanta,
74.244.141.0/24,US,US-GA,Atlanta,
74.244.142.0/24,US,US-FL,Miami,
74.244.143.0/24,US,US-FL,Miami,
74.244.144.0/24,CR,CR-SJ,San Jose,
74.244.145.0/24,CR,CR-SJ,San Jose,
74.244.146.0/24,US,US-NC,Charlotte,
74.244.147.0/24,US,US-NC,Charlotte,
74.244.148.0/24,MS,,Brades,
74.244.149.0/24,MS,,Brades,
74.244.150.0/24,GP,,Basse-Terre,
74.244.151.0/24,GP,,Basse-Terre,
74.244.152.0/24,VI,,Charlotte Amalie,
74.244.153.0/24,VI,,Charlotte Amalie,
74.244.154.0/24,US,US-NV,Las Vegas,
74.244.155.0/24,US,US-NV,Las Vegas,
74.244.156.0/24,US,US-AZ,Phoenix,
74.244.157.0/24,US,US-AZ,Phoenix,
74.244.158.0/24,CA,CA-AB,Calgary,
74.244.159.0/24,CA,CA-AB,Calgary,
74.244.160.0/24,CA,CA-AB,Calgary,
74.244.161.0/24,CA,CA-AB,Calgary,
74.244.162.0/24,JM,JM-01,Kingston,
74.244.163.0/24,JM,JM-01,Kingston,
74.244.164.0/24,MX,MX-CMX,Mexico City,
74.244.165.0/24,MX,MX-CMX,Mexico City,
74.244.166.0/24,MX,MX-CMX,Mexico City,
74.244.167.0/24,MX,MX-CMX,Mexico City,
74.244.168.0/24,CO,CO-DC,Bogota,
74.244.169.0/24,CO,CO-DC,Bogota,
74.244.170.0/24,US,US-VA,Ashburn,
74.244.171.0/24,US,US-VA,Ashburn,
74.244.172.0/24,US,US-VA,Ashburn,
74.244.173.0/24,US,US-VA,Ashburn,
74.244.174.0/24,US,US-AZ,Phoenix,
74.244.175.0/24,US,US-AZ,Phoenix,
74.244.176.0/24,US,US-AZ,Phoenix,
74.244.177.0/24,US,US-AZ,Phoenix,
74.244.178.0/24,LR,LR-MO,Monrovia,
74.244.179.0/24,LR,LR-MO,Monrovia,
74.244.180.0/24,MX,MX-CMX,Mexico City,
74.244.181.0/24,MX,MX-CMX,Mexico City,
74.244.182.0/24,CA,CA-MB,Winnipeg,
74.244.183.0/24,CA,CA-MB,Winnipeg,
74.244.184.0/24,BR,BR-DF,Brasilia,
74.244.185.0/24,BR,BR-DF,Brasilia,
74.244.186.0/24,KY,,George Town,
74.244.187.0/24,KY,,George Town,
74.244.188.0/24,SD,SD-KH,Khartoum,
74.244.189.0/24,SD,SD-KH,Khartoum,
74.244.190.0/24,DO,DO-01,Santo Domingo,
74.244.191.0/24,DO,DO-01,Santo Domingo,
74.244.192.0/24,DO,DO-01,Santo Domingo,
74.244.193.0/24,DO,DO-01,Santo Domingo,
74.244.194.0/24,ZW,ZW-HA,Harare,
74.244.195.0/24,ZW,ZW-HA,Harare,
74.244.196.0/24,ZW,ZW-HA,Harare,
74.244.197.0/24,ZW,ZW-HA,Harare,
74.244.198.0/24,US,US-WA,Seattle,
74.244.199.0/24,US,US-WA,Seattle,
74.244.200.0/24,US,US-WA,Seattle,
74.244.201.0/24,US,US-WA,Seattle,
74.244.202.0/24,US,US-GA,Atlanta,
74.244.203.0/24,US,US-GA,Atlanta,
74.244.204.0/24,US,US-GA,Atlanta,
74.244.205.0/24,US,US-GA,Atlanta,
74.244.206.0/24,US,US-TX,Dallas,
74.244.207.0/24,US,US-TX,Dallas,
74.244.208.0/24,US,US-TX,Dallas,
74.244.209.0/24,US,US-TX,Dallas,
74.244.210.0/24,US,US-FL,Miami,
74.244.211.0/24,US,US-FL,Miami,
74.244.212.0/24,US,US-GA,Atlanta,
74.244.213.0/24,US,US-GA,Atlanta,
74.244.214.0/24,US,US-CA,San Jose,
74.244.215.0/24,US,US-CA,San Jose,
74.244.216.0/24,US,US-CA,Los Angeles,
74.244.217.0/24,US,US-CA,Los Angeles,
74.244.218.0/24,US,US-NY,New York City,
74.244.219.0/24,US,US-NY,New York City,
74.244.220.0/24,US,US-NC,Charlotte,
74.244.221.0/24,US,US-NC,Charlotte,
74.244.222.0/24,BR,BR-CE,Fortaleza,
74.244.223.0/24,BR,BR-CE,Fortaleza,
74.244.224.0/24,QA,QA-DA,Doha,
74.244.225.0/24,QA,QA-DA,Doha,
74.244.226.0/24,AE,AE-DU,Dubai,
74.244.227.0/24,AE,AE-DU,Dubai,
74.244.228.0/24,FR,FR-IDF,Paris,
74.244.229.0/24,FR,FR-IDF,Paris,
74.244.230.0/24,CA,CA-AB,Calgary,
74.244.231.0/24,CA,CA-AB,Calgary,
74.244.232.0/24,US,US-CA,Los Angeles,
74.244.233.0/24,US,US-CA,Los Angeles,
74.244.234.0/24,PA,PA-8,Panama City,
74.244.235.0/24,LV,LV-RIX,Riga,
74.244.236.0/24,US,US-IL,Chicago,
74.244.237.0/24,US,US-IL,Chicago,
74.244.238.0/24,US,US-IL,Chicago,
74.244.239.0/24,US,US-IL,Chicago,
74.244.240.0/24,US,US-IL,Chicago,
74.244.241.0/24,US,US-IL,Chicago,
74.244.242.0/24,US,US-IL,Chicago,
74.244.243.0/24,US,US-IL,Chicago,
74.244.244.0/24,US,US-TX,Dallas,
74.244.245.0/24,US,US-TX,Dallas,
74.244.246.0/24,US,US-TX,Dallas,
74.244.247.0/24,US,US-TX,Dallas,
74.244.248.0/24,US,US-TX,Dallas,
74.244.249.0/24,US,US-TX,Dallas,
74.244.250.0/24,US,US-TX,Dallas,
74.244.251.0/24,US,US-TX,Dallas,
74.244.252.0/24,US,US-TX,Dallas,
74.244.253.0/24,US,US-TX,Dallas,
74.244.254.0/24,US,US-TX,Dallas,
74.244.255.0/24,US,US-TX,Dallas,
87.251.28.0/24,UA,UA-30,Kyiv,
87.251.29.0/24,UA,UA-30,Kyiv,
91.102.182.0/24,PL,PL-14,Warsaw,
91.102.183.0/24,PL,PL-14,Warsaw,
98.97.0.0/24,US,US-IL,Chicago,
98.97.1.0/24,US,US-IL,Chicago,
98.97.2.0/24,US,US-IL,Chicago,
98.97.3.0/24,US,US-IL,Chicago,
98.97.4.0/24,US,US-IL,Chicago,
98.97.5.0/24,US,US-IL,Chicago,
98.97.6.0/24,US,US-IL,Chicago,
98.97.7.0/24,US,US-IL,Chicago,
98.97.8.0/24,US,US-IL,Chicago,
98.97.9.0/24,US,US-IL,Chicago,
98.97.10.0/24,US,US-IL,Chicago,
98.97.11.0/24,US,US-IL,Chicago,
98.97.12.0/24,US,US-IL,Chicago,
98.97.13.0/24,US,US-IL,Chicago,
98.97.14.0/24,US,US-IL,Chicago,
98.97.15.0/24,US,US-IL,Chicago,
98.97.16.0/24,US,US-VA,Ashburn,
98.97.17.0/24,US,US-VA,Ashburn,
98.97.18.0/24,US,US-WA,Seattle,
98.97.19.0/24,US,US-WA,Seattle,
98.97.20.0/24,US,US-TX,Dallas,
98.97.21.0/24,US,US-TX,Dallas,
98.97.22.0/24,US,US-TX,Dallas,
98.97.23.0/24,US,US-TX,Dallas,
98.97.24.0/24,US,US-CA,San Jose,
98.97.25.0/24,US,US-CA,San Jose,
98.97.26.0/24,US,US-CA,San Jose,
98.97.27.0/24,US,US-CA,San Jose,
98.97.28.0/24,US,US-CA,San Jose,
98.97.29.0/24,US,US-CA,San Jose,
98.97.30.0/24,US,US-CA,San Jose,
98.97.31.0/24,US,US-CA,San Jose,
98.97.32.0/24,US,US-WA,Seattle,
98.97.33.0/24,US,US-WA,Seattle,
98.97.34.0/24,US,US-WA,Seattle,
98.97.35.0/24,US,US-WA,Seattle,
98.97.36.0/24,US,US-WA,Seattle,
98.97.37.0/24,US,US-WA,Seattle,
98.97.38.0/24,US,US-WA,Seattle,
98.97.39.0/24,US,US-WA,Seattle,
98.97.40.0/24,US,US-ID,Boise,
98.97.41.0/24,US,US-ID,Boise,
98.97.42.0/24,US,US-OR,Portland,
98.97.43.0/24,US,US-OR,Portland,
98.97.44.0/24,PE,PE-LMA,Lima,
98.97.45.0/24,PE,PE-LMA,Lima,
98.97.46.0/24,ZM,ZM-09,Lusaka,
98.97.47.0/24,ZM,ZM-09,Lusaka,
98.97.48.0/24,US,US-OR,Portland,
98.97.49.0/24,US,US-OR,Portland,
98.97.50.0/24,NI,NI-MN,Managua,
98.97.51.0/24,NI,NI-MN,Managua,
98.97.52.0/24,CA,CA-NB,Fredericton,
98.97.53.0/24,CA,CA-NB,Fredericton,
98.97.56.0/24,US,US-CA,Los Angeles,
98.97.57.0/24,US,US-CA,Los Angeles,
98.97.58.0/24,US,US-CA,Los Angeles,
98.97.59.0/24,US,US-CA,Los Angeles,
98.97.60.0/24,US,US-CA,San Jose,
98.97.61.0/24,US,US-CA,San Jose,
98.97.62.0/24,US,US-CA,San Jose,
98.97.63.0/24,US,US-CA,San Jose,
98.97.64.0/24,US,US-WA,Seattle,
98.97.65.0/24,US,US-WA,Seattle,
98.97.66.0/24,US,US-WA,Seattle,
98.97.67.0/24,US,US-WA,Seattle,
98.97.68.0/24,US,US-WA,Seattle,
98.97.69.0/24,US,US-WA,Seattle,
98.97.70.0/24,US,US-WA,Seattle,
98.97.71.0/24,US,US-WA,Seattle,
98.97.74.0/24,LY,LY-JI,Tripoli,
98.97.75.0/24,LY,LY-JI,Tripoli,
98.97.76.0/24,NG,NG-LA,Lagos,
98.97.77.0/24,NG,NG-LA,Lagos,
98.97.79.0/24,NG,NG-LA,Lagos,
98.97.80.0/24,US,US-TX,Dallas,
98.97.81.0/24,US,US-TX,Dallas,
98.97.82.0/24,US,US-TX,Dallas,
98.97.83.0/24,US,US-TX,Dallas,
98.97.84.0/24,US,US-TX,Dallas,
98.97.85.0/24,US,US-TX,Dallas,
98.97.86.0/24,US,US-TX,Dallas,
98.97.87.0/24,US,US-TX,Dallas,
98.97.88.0/24,US,US-TX,Dallas,
98.97.89.0/24,US,US-TX,Dallas,
98.97.90.0/24,US,US-TX,Dallas,
98.97.91.0/24,US,US-TX,Dallas,
98.97.92.0/24,US,US-TX,Dallas,
98.97.93.0/24,US,US-TX,Dallas,
98.97.94.0/24,US,US-TX,Dallas,
98.97.95.0/24,US,US-TX,Dallas,
98.97.96.0/24,US,US-WA,Seattle,
98.97.97.0/24,US,US-WA,Seattle,
98.97.98.0/24,US,US-WA,Seattle,
98.97.99.0/24,US,US-WA,Seattle,
98.97.100.0/24,US,US-WA,Seattle,
98.97.101.0/24,US,US-WA,Seattle,
98.97.102.0/24,US,US-WA,Seattle,
98.97.103.0/24,US,US-WA,Seattle,
98.97.104.0/24,US,US-CO,Denver,
98.97.105.0/24,US,US-CO,Denver,
98.97.106.0/24,US,US-CO,Denver,
98.97.107.0/24,US,US-CO,Denver,
98.97.108.0/24,US,US-CO,Denver,
98.97.109.0/24,US,US-CO,Denver,
98.97.110.0/24,US,US-CO,Denver,
98.97.111.0/24,US,US-CO,Denver,
98.97.112.0/24,US,US-AZ,Phoenix,
98.97.113.0/24,US,US-AZ,Phoenix,
98.97.114.0/24,US,US-AZ,Phoenix,
98.97.115.0/24,US,US-AZ,Phoenix,
98.97.116.0/24,US,US-AZ,Phoenix,
98.97.117.0/24,US,US-AZ,Phoenix,
98.97.118.0/24,US,US-AZ,Phoenix,
98.97.119.0/24,US,US-AZ,Phoenix,
98.97.120.0/24,US,US-CA,Los Angeles,
98.97.121.0/24,US,US-CA,Los Angeles,
98.97.122.0/24,US,US-CA,Los Angeles,
98.97.123.0/24,US,US-CA,Los Angeles,
98.97.124.0/24,US,US-CA,Los Angeles,
98.97.125.0/24,US,US-CA,Los Angeles,
98.97.126.0/24,US,US-CA,Los Angeles,
98.97.127.0/24,US,US-CA,Los Angeles,
98.97.128.0/24,CL,CL-RM,Santiago,
98.97.132.0/24,ZW,ZW-HA,Harare,
98.97.133.0/24,ZW,ZW-HA,Harare,
98.97.134.0/24,AR,AR-C,Buenos Aires,
98.97.135.0/24,AR,AR-C,Buenos Aires,
98.97.136.0/24,US,US-CA,Los Angeles,
98.97.137.0/24,US,US-CA,Los Angeles,
98.97.138.0/24,US,US-CA,Los Angeles,
98.97.139.0/24,US,US-CA,Los Angeles,
98.97.140.0/24,US,US-CA,Los Angeles,
98.97.141.0/24,US,US-CA,Los Angeles,
98.97.142.0/24,US,US-CA,Los Angeles,
98.97.143.0/24,US,US-CA,Los Angeles,
98.97.144.0/24,GT,GT-01,Guatemala City,
98.97.145.0/24,GT,GT-01,Guatemala City,
98.97.146.0/24,MX,MX-CMX,Mexico City,
98.97.147.0/24,MX,MX-CMX,Mexico City,
98.97.148.0/24,AR,AR-C,Buenos Aires,
98.97.149.0/24,AR,AR-C,Buenos Aires,
98.97.150.0/24,MZ,MZ-MPM,Maputo,
98.97.151.0/24,MZ,MZ-MPM,Maputo,
98.97.152.0/24,US,US-VA,Ashburn,
98.97.153.0/24,US,US-VA,Ashburn,
98.97.154.0/24,US,US-VA,Ashburn,
98.97.155.0/24,US,US-VA,Ashburn,
98.97.156.0/24,BR,BR-SP,Sao Paulo,
98.97.157.0/24,BR,BR-SP,Sao Paulo,
98.97.162.0/24,MW,MW-LI,Lilongwe,
98.97.163.0/24,MW,MW-LI,Lilongwe,
98.97.164.0/24,US,US-MT,Billings,
98.97.165.0/24,US,US-MT,Billings,
98.97.166.0/24,US,US-FL,Miami,
98.97.167.0/24,US,US-FL,Miami,
98.97.168.0/24,US,US-GA,Atlanta,
98.97.169.0/24,US,US-GA,Atlanta,
98.97.170.0/24,US,US-GA,Atlanta,
98.97.171.0/24,US,US-GA,Atlanta,
98.97.172.0/24,US,US-GA,Atlanta,
98.97.173.0/24,US,US-GA,Atlanta,
98.97.174.0/24,US,US-GA,Atlanta,
98.97.175.0/24,US,US-GA,Atlanta,
98.97.176.0/24,KE,KE-30,Nairobi,
98.97.177.0/24,KE,KE-30,Nairobi,
98.97.178.0/24,MX,MX-CMX,Mexico City,
98.97.179.0/24,MX,MX-CMX,Mexico City,
98.97.186.0/24,US,US-FL,Miami,
98.97.187.0/24,US,US-FL,Miami,
98.97.188.0/24,US,US-AZ,Phoenix,
98.97.189.0/24,US,US-AZ,Phoenix,
103.228.240.0/24,ID,ID-JK,Jakarta,
116.91.208.0/24,PH,PH-00,Manila,
116.91.209.0/24,PH,PH-00,Manila,
116.91.210.0/24,AU,AU-NSW,Sydney,
116.91.211.0/24,AU,AU-NSW,Sydney,
116.91.212.0/24,AU,AU-VIC,Melbourne,
116.91.213.0/24,AU,AU-VIC,Melbourne,
116.91.216.0/24,AU,AU-WA,Perth,
116.91.218.0/24,NZ,NZ-CAN,Christchurch,
116.91.219.0/24,NZ,NZ-CAN,Christchurch,
116.91.220.0/24,AU,AU-VIC,Melbourne,
116.91.221.0/24,AU,AU-VIC,Melbourne,
116.91.222.0/24,AU,AU-VIC,Melbourne,
116.91.223.0/24,AU,AU-VIC,Melbourne,
116.254.96.0/24,ID,ID-JK,Jakarta,
116.254.97.0/24,ID,ID-JK,Jakarta,
116.254.98.0/24,ID,ID-JK,Jakarta,
116.254.99.0/24,ID,ID-JK,Jakarta,
129.222.0.0/24,US,US-FL,Miami,
129.222.1.0/24,US,US-FL,Miami,
129.222.2.0/24,US,US-VA,Ashburn,
129.222.3.0/24,US,US-VA,Ashburn,
129.222.4.0/24,US,US-VA,Ashburn,
