acklnzl1,900649,900650,900651,900652
almykaz1,901311,901312,901313,901314
ashnvax2,900533,900534,900535,900536,901049,901050,901051,901052
atlagax1,900278,900281,900284,900286,900445,900446,900515,900516
bgtacol1,900953,900954,900955,900956,901175,901176,901177,901178
bnssarg1,900987,900988,900989,900990,901351,901352,901353,901354
brsabra1,901203,901204,901205,901206
brseaus1,901069,901070,901071,901072
btmmidn1,901547,901548,901549,901550
chcoilx1,900251,900252,900253,900254,900309,900310,901077,901078,901079,901080
chniind1,901448,901450,901452
chrhnzl1,901029,901030,901031,901032
clgycan1,900861,900862,900863,900864
dhkabgd1,901163,901164,901165,901166
dkrrsen1,901571,901572,901573,901574
dlhiind1,901478,901480,901482
dllstxx1,900262,900265,900267,900269,900599,900600,901081,901082,901083,901084
dnvrcox1,900366,900368,900369,900370,900831,900832
dohaqat1,900723,900724,900725,900726
drwnaus1,901335,901336,901337,901338
frntdeu1,900324,900325,900327,900328,900597,900598,901575,901576
frtabra1,900811,900812,900813,900814
gtmygtm1,900975,900976,900977,900978
jhngzaf1,900939,900940,900941,900942,901621,901622
jtnaidn2,900799,900800,900801,900802,900887,900888,901307,901308,901309,901310
klkaind1,901422,901424,901426
knsymox1,901247,901248,901249,901250
lgosnga1,900711,900712,900713,900714,901223,901224,901225,901226
limaper1,900823,900824,900825,900826,901397,901398,901399,901400
lndngbr1,900463,900464,900465,900466,901339,901340,901341,901342
lsancax1,900334,900338,900339,900340,900789,900790
mdrdesp1,900679,900680,900681,900682,901385,901386,901387,901388
mlbeaus1,901007,901008,901009,901010
mlnnita1,900881,900882,900883,900884,901581,901582
mmbiind1,901121,901122,901124,901125,901126
mmmiflx1,900511,900512,900513,900514,900921,900922,900957,900958
mnlaphl1,900609,900610,900611,900612,900885,900886,901227,901228,901229,901230
mntlcan1,901143,901144,901145,901146
mplsmnx1,900491,900492,900493,900494,900943,900944,901015,901016
msctomn1,900915,900916
nrbiken1,900761,900762,900763,900764,901179,901180,901181,901182
nwyynyx1,900235,900239,900240,900242,900311,900312,900371,900372
prthaus1,900841,900842,900843,900844
qrtomex1,900441,900442,900443,900444,900617,900618,901089,901090,901091,901092
sfiabgr1,900695,900696,900697,900698,901097,901098,901099,901100
sgnnvnm1,901523,901524,901525,901526
sltyutx1,900593,900594,900595,900596
sngesgp1,901041,901042,901043,901044,901251,901252,901253,901254
snjecax1,900553,900554,900555,900556,901211,901212,901213,901214
sntochl1,900663,900664,900665,900666,901267,901268,901269,901270
splobra1,900419,900420,900421,900422,900743,900744
srbaidn2,900909,900910,900911,900912,901263,901264,901265,901266
sttlwax1,900215,900217,900218,900227,900313,900314,900653,900654
sydyaus1,900123,900350,900351,900352,900631,900632
tkyojpn1,900739,900740,900741,900742
tmpeazx1,900573,900574,900575,900576,901183,901184,901185,901186
trnocan1,901499,901500,901501,901502,901503,901504,901505,901506
wrswpol1,900781,900782,900783,900784

